attribute_value,ngram,count
a software engineer,identify exploit,2
a software engineer,identify high,2
a software engineer,identify potential,2
a software engineer,identifying vulnerabilities,2
a software engineer,ideological motivations,2
a software engineer,impersonating trusted,2
a software engineer,incident likely,2
a software engineer,include abuse,2
a software engineer,include financial,2
a software engineer,include targeting,2
a software engineer,increase credibility,2
a software engineer,increase likelihood,2
a software engineer,increases likelihood,2
a software engineer,individual legitimate,2
a software engineer,individuals organization,2
a software engineer,information login,2
a software engineer,information organization,2
a software engineer,information systems,2
a software engineer,information threat,2
a software engineer,injection software,2
a software engineer,insufficient security,2
a software engineer,intelligence osint,2
a software engineer,intentionally introduced,2
a software engineer,intimate knowledge,2
a software engineer,introduce malicious,2
a software engineer,introduced malicious,2
a software engineer,intrusion detection,2
a software engineer,involve mapping,2
a software engineer,involve phishing,2
a software engineer,jargon references,2
a software engineer,knowledge attacker,2
a software engineer,knowledge corporate,2
a software engineer,knowledge enables,2
a software engineer,knowledge familiarity,2
a software engineer,knowledge organization,2
a software engineer,knowledge systems,2
a software engineer,launch targeted,2
a software engineer,launching attack,2
a software engineer,legitimate software,2
a software engineer,legitimate sounding,2
a software engineer,legitimate trustworthy,2
a software engineer,leverage insider,2
a software engineer,leverages deep,2
a software engineer,leveraging existing,2
a software engineer,leveraging technical,2
a software engineer,like password,2
a software engineer,likelihood success,2
a software engineer,likely behavior,2
a software engineer,likely conducted,2
a software engineer,likely gained,2
a software engineer,likely scenario,2
a software engineer,likely sophisticated,2
a software engineer,links attachments,2
a software engineer,logic bombs,2
a software engineer,look like,2
a software engineer,maintain persistence,2
a software engineer,make phishing,2
a software engineer,making difficult,2
a software engineer,making employee,2
a software engineer,malicious purposes,2
a software engineer,malware achieve,2
a software engineer,malware given,2
a software engineer,malware software,2
a software engineer,malware suit,2
a software engineer,malware tools,2
a software engineer,measures place,2
a software engineer,media company,2
a software engineer,media platforms,2
a software engineer,media profiles,2
a software engineer,mitigate threat,2
a software engineer,modified tools,2
a software engineer,modify existing,2
a software engineer,monetary rewards,2
a software engineer,monitoring systems,2
a software engineer,movement gaining,2
a software engineer,movement threat,2
a software engineer,navigate network,2
a software engineer,network identifying,2
a software engineer,network infrastructure,2
a software engineer,network possibly,2
a software engineer,network resources,2
a software engineer,network systems,2
a software engineer,network using,2
a software engineer,obfuscation techniques,2
a software engineer,ongoing projects,2
a software engineer,open ports,2
a software engineer,open source,2
a software engineer,opening email,2
a software engineer,operate using,2
a software engineer,organization software,2
a software engineer,outside normal,2
a software engineer,password cracking,2
a software engineer,password storage,2
a software engineer,persistence threat,2
a software engineer,personal financial,2
a software engineer,personal gain,2
a software engineer,personal vendetta,2
a software engineer,phishing attacks,2
a software engineer,phishing attempts,2
a software engineer,phishing social,2
a software engineer,phishing techniques,2
a software engineer,pose software,2
a software engineer,posing legitimate,2
a software engineer,position authority,2
a software engineer,possess advanced,2
a software engineer,possible breakdown,2
a software engineer,possible scenario,2
a software engineer,possibly production,2
a software engineer,possibly vulnerability,2
a software engineer,potential access,2
a software engineer,pretexting trick,2
a software engineer,privileges allowing,2
a software engineer,privileges software,2
a software engineer,profile likely,2
a software engineer,profiles company,2
a software engineer,programming languages,2
a software engineer,programming skills,2
a software engineer,provided ll,2
a software engineer,ransom payment,2
a software engineer,ransomware evade,2
a software engineer,ransomware payload,2
a software engineer,ransomware scenario,2
a software engineer,reconnaissance 24,2
a software engineer,reconnaissance company,2
a software engineer,reconnaissance research,2
a software engineer,reconnaissance threat,2
a software engineer,references ongoing,2
a software engineer,related topics,2
a software engineer,remote desktop,2
a software engineer,repositories ci,2
a software engineer,requires immediate,2
a software engineer,researching target,2
a software engineer,resources likely,2
a software engineer,responsibilities potential,2
a software engineer,revealing sensitive,2
a software engineer,revenge ideological,2
a software engineer,scenario characterized,2
a software engineer,scenario likely,2
a software engineer,security teams,2
a software engineer,sending emails,2
a software engineer,sent threat,2
a software engineer,simulation initial,2
a software engineer,simulation involving,2
a software engineer,simulation suspected,2
a software engineer,skill familiarity,2
a software engineer,skills allowing,2
a software engineer,skills deep,2
